2017.05.15,04:00,86.90,87.30,86.60,86.70,27
2017.05.15,08:00,86.70,89.31,85.10,88.45,110
2017.05.15,12:00,88.45,89.45,84.76,86.95,110
2017.05.15,16:00,86.95,88.46,86.52,86.65,166
2017.05.15,20:00,86.64,93.81,86.64,92.85,238
2017.05.16,00:00,93.54,93.54,88.56,88.56,165
2017.05.16,04:00,88.56,90.64,87.32,87.32,142
2017.05.16,08:00,86.76,89.10,86.00,86.85,199
2017.05.16,12:00,86.95,88.93,86.85,87.85,100
2017.05.16,16:00,87.80,88.55,86.85,87.66,219
2017.05.16,20:00,87.37,88.14,86.03,87.06,158
2017.05.17,00:00,87.06,87.28,85.51,87.15,197
2017.05.17,04:00,87.06,91.14,79.73,81.65,359
2017.05.17,08:00,82.64,86.60,81.41,85.15,114
2017.05.17,12:00,85.15,86.77,85.15,85.44,22
2017.05.17,16:00,85.44,85.95,84.44,85.28,135
2017.05.17,20:00,84.75,84.87,83.78,84.20,80
2017.05.18,00:00,84.21,86.76,84.20,84.74,175
2017.05.18,04:00,84.85,86.65,84.40,86.56,108
2017.05.18,08:00,86.35,89.40,86.35,88.05,185
2017.05.18,12:00,88.05,89.70,87.58,88.55,125
2017.05.18,16:00,88.41,91.46,87.89,91.18,133
2017.05.18,20:00,91.46,92.03,90.82,91.25,143
2017.05.19,00:00,92.11,93.06,89.03,91.38,197
2017.05.19,04:00,91.39,92.30,90.08,90.55,155
2017.05.19,08:00,91.15,91.85,86.17,89.75,148
2017.05.19,12:00,89.80,95.63,89.80,93.41,209
2017.05.19,16:00,93.41,102.31,92.94,99.39,385
2017.05.19,20:00,99.65,99.65,97.64,97.84,65
2017.05.21,20:00,101.15,101.48,98.65,99.85,150
2017.05.22,00:00,99.85,101.54,97.65,98.15,116
2017.05.22,04:00,97.90,99.34,97.30,98.03,242
2017.05.22,08:00,97.60,99.87,93.65,99.87,127
2017.05.22,12:00,99.95,144.65,99.87,131.75,288
2017.05.22,16:00,131.64,135.85,119.65,121.16,241
2017.05.22,20:00,120.76,125.04,111.65,114.65,183
2017.05.23,00:00,111.65,133.16,111.65,128.13,193
2017.05.23,04:00,128.53,137.66,128.53,130.85,164
2017.05.23,08:00,130.85,135.21,125.85,132.24,156
2017.05.23,12:00,132.24,133.57,126.99,131.65,118
2017.05.23,16:00,132.09,134.61,128.35,130.74,135
2017.05.23,20:00,131.67,135.54,127.10,131.16,223
2017.05.24,00:00,131.70,149.82,131.70,144.15,486
2017.05.24,04:00,144.15,148.35,139.90,146.18,306
2017.05.24,08:00,146.69,147.00,141.59,143.09,197
2017.05.24,12:00,142.89,147.68,136.25,143.25,207
2017.05.24,16:00,143.25,148.64,143.25,144.73,141
2017.05.24,20:00,144.73,148.25,139.31,139.52,268
2017.05.25,00:00,139.25,140.94,124.25,132.92,323
2017.05.25,04:00,127.25,137.15,122.05,133.07,305
2017.05.25,08:00,132.73,135.22,129.25,131.44,223
2017.05.25,12:00,131.44,138.46,127.25,138.46,267
2017.05.25,16:00,138.46,138.47,110.07,120.31,508
2017.05.25,20:00,120.31,127.24,112.75,114.55,352
2017.05.26,00:00,114.32,130.25,114.32,129.25,297
2017.05.26,04:00,129.35,132.25,127.13,131.32,207
2017.05.26,08:00,131.32,134.26,126.76,132.22,289
2017.05.26,12:00,132.22,132.22,119.25,124.31,227
