Date_Time,Open,Max,Min,Close,Volume,SMA14,SMA30,EMA14,EMA30,Privot_Dot,Pct_Change,TR,R1,R2,R3,S1,S2,S3,BB_Lower,BB_Mean,BB_Upper,EMA_12,EMA_26,MACD,RSI,ATR,PSAR,Direction
2017-09-08 14:00:00,335.93,335.93,293.66,322.16,274,329.045,329.045,328.5532142857143,328.81550000000004,317.25,-0.040990682582680904,42.26999999999998,340.84,359.52000000000004,383.10999999999996,298.57,-312.34000000000003,256.3,101.14235553944675,329.045,556.9476444605533,328.47125,328.78019230769235,-0.3089423076923481,0.0,41.508571428571415,362.79,1.0
2017-09-08 15:00:00,322.16,326.39,307.2,323.87,241,327.32,327.32,326.7642105263158,327.0559200296187,319.15333333333336,0.005307921529674742,24.170000000000016,331.10666666666674,338.3433333333333,350.29666666666674,311.91666666666674,-314.4366666666666,292.72666666666674,151.64875337486365,327.32,502.99124662513634,326.67538106235565,327.016007885658,-0.34062682330232974,11.464539010277038,34.88517826825127,362.79,1.0
2017-09-08 16:00:00,324.0,335.9,324.0,331.37,137,328.3325,328.3325,328.1732514503264,328.24460627081027,330.42333333333335,0.02315743971346529,15.169999999999959,336.8466666666667,342.32333333333327,348.74666666666667,324.9466666666667,-329.47666666666663,313.04666666666674,177.26922049130786,328.3325,479.3957795086921,328.1572887931034,328.23319381320306,-0.07590502009963984,40.98327470900058,28.853749093546035,360.0248,-1.0
2017-09-08 17:00:00,331.37,331.54,320.73,320.73,121,326.812,326.812,326.2313185357734,326.53485140801894,324.3333333333333,-0.03210912273289668,11.54000000000002,327.9366666666666,335.1433333333333,338.7466666666666,317.1266666666666,-327.9366666666667,306.3166666666666,173.68459757450162,326.812,479.93940242549843,326.13932097297396,326.49317222025616,-0.3538512472821935,28.026696757971077,24.336618446616946,357.37020800000005,-1.0
2017-09-08 18:00:00,320.73,326.43,320.0,320.0,77,325.6766666666667,325.6766666666667,324.7895025210945,325.2564106699883,322.1433333333334,-0.0022760577432732187,8.259999999999991,324.28666666666675,328.5733333333334,330.71666666666675,317.85666666666674,-324.28666666666663,311.42666666666673,174.03430753400633,325.6766666666667,477.31902579932705,324.64714298806507,325.19264161222264,-0.5454986241575739,27.412389862004254,20.616775558607973,354.82179968,-1.0
2017-09-08 19:00:00,320.0,325.14,317.26,318.17,31,324.6042857142857,324.6042857142857,323.394632989963,324.0307697784386,320.19,-0.005718749999999995,11.159999999999968,323.12,328.06999999999994,331.0,315.24,-322.21,307.36,171.0691913453858,324.6042857142857,478.13938008318564,323.20179119207245,323.9437012058979,-0.7419100138254748,25.98153333322093,18.624032441218795,352.3753276928,-1.0
2017-09-08 20:00:00,318.17,318.17,313.48,313.98,75,323.27625,323.27625,321.55326940917485,322.46248867481796,315.21000000000004,-0.013169060565106694,4.689999999999998,316.94000000000005,319.9000000000001,321.63000000000005,312.25000000000006,-316.44,307.56000000000006,156.1377228791485,323.27625,490.4147771208515,321.27734550673335,322.3383020577935,-1.0609565510601442,23.193665031233223,15.898740876679355,350.026714585088,1.0
2017-09-08 21:00:00,312.15,315.97,309.52,314.56,103,322.3077777777778,322.3077777777778,320.2656459500543,321.3328050014802,313.34999999999997,0.0018472514172875876,10.240000000000009,317.17999999999995,319.79999999999995,323.63,310.7299999999999,-312.14000000000004,304.27999999999986,151.81433571546478,322.3077777777778,492.8012198400908,319.9484154751969,321.1853869362532,-1.2369714610563278,24.332570479127472,14.856835141954306,347.77204600168443,1.0
2017-09-08 22:00:00,313.35,321.99,313.13,319.76,64,322.053,322.053,320.17704482032207,321.12432079345024,318.29333333333335,0.01653102746693791,13.879999999999995,323.4566666666667,327.1533333333333,332.3166666666667,314.5966666666667,-316.82666666666665,305.7366666666667,160.20784980962344,322.053,483.89815019037655,319.9127108158737,320.98869741189645,-1.0759865960227444,33.1971737552309,14.685670521472336,345.60756416161706,1.0
2017-09-08 23:00:00,319.76,328.01,319.76,327.01,87,322.50363636363636,322.50363636363636,321.3262016329105,321.85479946863876,324.9266666666667,0.022673254941205867,10.180000000000007,330.09333333333336,333.17666666666673,338.34333333333336,321.84333333333336,-322.8433333333333,313.59333333333336,165.0290198983238,322.50363636363636,479.97825282894894,321.21134360883957,321.76966226512485,-0.5583186562852802,42.44514207242616,13.927913176534958,343.5296615951524,-1.0
2017-09-10 00:00:00,321.33,321.33,317.83,317.83,31,322.1141666666667,322.1141666666667,320.75801399669456,321.38337157603985,318.99666666666667,-0.028072536008073135,4.509999999999991,320.16333333333336,322.4966666666666,323.66333333333336,316.66333333333336,-320.1633333333333,313.16333333333336,168.68312521229205,322.1141666666667,475.5452081210413,320.6101518156641,321.28561268091426,-0.6754608652501588,36.2344384142527,12.397354476633081,341.53487513134627,-1.0
2017-09-10 01:00:00,317.94,317.94,316.82,316.82,11,321.70692307692303,321.70692307692303,320.13617174257416,320.87557770952986,317.1933333333333,-0.0031777994525374886,5.339999999999975,317.56666666666666,318.31333333333333,318.68666666666667,316.44666666666666,-317.56666666666666,315.32666666666665,170.8410943934992,321.70692307692303,472.5727517603469,319.95203747455673,320.76246696082364,-0.8104294862669121,35.64404081005864,11.282944720964435,339.6198801260924,-1.0
2017-09-10 02:00:00,316.6,317.83,312.6,312.6,32,321.05642857142857,321.05642857142857,318.9746955134719,319.99584070099394,314.34333333333336,-0.013319866170064976,5.229999999999961,316.0866666666667,319.5733333333334,321.31666666666666,310.85666666666674,-316.08666666666664,305.6266666666668,165.3157792854051,321.05642857142857,476.797077857452,318.7002202300221,319.8457247815096,-1.1455045514874769,33.36531703757715,10.35006372387227,337.78148492104873,1.0
2017-09-10 03:00:00,312.6,312.6,312.6,312.6,1,319.39,320.4926666666667,318.01223279831544,319.2411616599414,312.6,0.0,19.360000000000014,312.6,312.6,312.6,312.6,-312.6,312.6,161.95415080357222,320.4926666666667,479.03118252976117,317.6783289093675,319.0619148472916,-1.3835859379240674,33.36531703757715,11.71039971378466,336.0166255242068,-1.0
2017-09-10 06:00:00,297.1,297.1,293.24,293.24,6,317.32428571428574,318.789375,314.33694072295316,316.68393647754993,294.5266666666667,-0.06193218170185544,7.589999999999975,295.8133333333334,298.38666666666677,299.6733333333334,291.9533333333334,-295.81333333333333,288.09333333333336,97.67953169355698,318.789375,539.899218306443,313.6397023717487,316.3607304322978,-2.721028060549145,30.318028269174135,11.09908330404918,334.32236050323854,1.0
2017-09-10 07:00:00,293.24,300.83,292.0,300.83,52,315.67857142857144,317.7329411764706,312.3626786474504,315.1757244441308,297.88666666666666,0.025883235574955643,8.829999999999984,303.7733333333333,306.7166666666667,312.6033333333333,294.9433333333333,-294.9433333333333,286.11333333333334,80.6079869707257,317.7329411764706,554.8578953822155,311.5466830291219,314.78422566558254,-3.2375426364606597,36.0559812746985,10.767419368800837,331.85741887304425,1.0
2017-09-10 08:00:00,300.85,303.94,300.0,300.83,48,313.4971428571429,316.7938888888889,310.6983461585005,313.8515321085275,301.59,0.0,9.800000000000011,303.17999999999995,305.53,307.11999999999995,299.23999999999995,-302.35,295.29999999999995,68.56704231760321,316.7938888888889,565.0207354601746,309.8122082483502,313.4055727718355,-3.59336452348532,29.524382229255096,10.627806748423993,328.6688253632007,-1.0
2017-09-10 09:00:00,300.83,300.83,294.06,294.14,72,311.5978571428572,315.6015789473684,308.334692708872,312.0812407285141,296.3433333333333,-0.022238473556493665,6.769999999999982,298.6266666666666,303.1133333333333,305.3966666666666,291.8566666666666,-298.5466666666667,285.08666666666664,45.4329731470952,315.6015789473684,585.7701847476417,307.29582707432013,311.54809278587663,-4.252265711556504,30.86834781852914,10.077116592436925,325.73531933414466,1.0
2017-09-10 10:00:00,294.14,298.69,294.14,296.5,38,309.91928571428576,314.6465,306.66108113470136,310.7164122452777,296.4433333333333,0.008023390222343219,6.840000000000032,298.74666666666667,300.99333333333334,303.2966666666667,294.19666666666666,-296.38666666666666,289.64666666666665,33.32083233737262,314.6465,595.9721676626274,305.5739795287066,310.128943259194,-4.554963730487373,33.675919014221975,9.619337423233754,323.03649378741306,1.0
2017-09-10 11:00:00,296.51,303.28,296.5,300.98,66,308.6914285714286,313.99571428571426,305.8641282437781,309.8827960202255,300.25333333333333,0.01510961214165274,6.779999999999973,304.00666666666666,307.0333333333333,310.78666666666663,297.2266666666667,-299.52666666666664,290.4466666666667,48.878127180421416,312.899,576.9198728195786,304.84539023001895,309.28323993175604,-4.437849701737093,38.826049206629726,9.22102975712229,320.55357428442,-1.0
2017-09-10 12:00:00,304.33,304.33,297.4,299.39,36,307.6492857142857,313.33181818181816,304.9621923598987,309.00298543041174,300.37333333333333,-0.00528274303940468,7.7000000000000455,303.3466666666667,307.3033333333334,310.2766666666667,296.4166666666667,-301.3566666666666,289.4866666666667,43.90125503719253,311.7605,579.6197449628074,303.9842748053716,308.38522625278557,-4.400951447413945,40.1924318120776,9.00912920978368,318.26928834166637,1.0
2017-09-10 13:00:00,299.39,305.1,299.39,305.1,29,306.97357142857146,312.97391304347826,304.98127674114346,308.68193086501014,303.19666666666666,0.019072113297037507,8.050000000000011,307.00333333333333,308.90666666666664,312.71333333333337,301.2933333333333,-301.29333333333335,295.58333333333326,49.49547850250161,310.822,572.1485214974985,304.15968661613044,308.09192195515146,-3.9322353390210196,44.46142393974944,8.876303573345888,316.1677452743331,1.0
2017-09-10 14:00:00,304.44,310.76,304.44,307.44,62,306.0935714285714,312.74333333333334,305.3200292791652,308.5815522051618,307.5466666666667,0.007669616519173861,6.319999999999993,310.65333333333336,313.8666666666666,316.97333333333336,304.33333333333337,-307.6533333333333,298.0133333333334,73.78360167209902,309.6255,545.4673983279009,304.6736771521013,308.03459027142475,-3.3609131193234703,42.344237725385966,8.524106830460815,314.2343256523864,-1.0
2017-09-10 15:00:00,307.44,312.17,305.4,305.97,50,304.5907142857142,312.4724,305.40918344487744,308.3738614781641,307.8466666666667,-0.004781420765027189,6.770000000000039,310.2933333333334,314.6166666666667,317.06333333333345,303.52333333333337,-309.7233333333333,296.75333333333333,80.55204909529505,308.8875,537.2229509047049,304.8762213849347,307.8555085159899,-2.97928713105523,35.30803159618762,8.283502252397813,312.4555796001955,1.0
2017-09-10 16:00:00,305.67,311.18,304.44,307.57,42,303.8578571428571,312.2838461538462,305.70444318519185,308.31087771272735,307.73,0.0052292708435466295,14.680000000000007,311.02000000000004,314.4700000000001,317.76000000000005,304.28000000000003,-307.89,297.54,88.25755609709918,308.26599999999996,528.2744439029008,305.2961040633666,307.8310533563039,-2.5349492929373127,42.24251799002523,9.157536773931497,312.17,1.0
